symbol,date,rows,expected_minutes,missing_minutes
NFLX,2025-12-22,395,390,0
NFLX,2025-12-23,395,390,0
NFLX,2025-12-26,390,390,0
NFLX,2025-12-29,390,390,0
NFLX,2025-12-30,392,390,0
NFLX,2025-12-31,391,390,0
NFLX,2026-01-02,390,390,0
NFLX,2026-01-05,392,390,0
NFLX,2026-01-06,393,390,0
NFLX,2026-01-07,392,390,0
NFLX,2026-01-08,391,390,0
NFLX,2026-01-09,391,390,0
NFLX,2026-01-12,393,390,0
NFLX,2026-01-13,397,390,0
NFLX,2026-01-14,397,390,0
NFLX,2026-01-15,395,390,0
NFLX,2026-01-16,396,390,0
NFLX,2026-01-20,447,390,0
NFLX,2026-01-21,433,390,0
NFLX,2026-01-22,395,390,0
NFLX,2026-01-23,394,390,0
NFLX,2026-01-26,394,390,0
NFLX,2026-01-27,394,390,0
NFLX,2026-01-28,395,390,0
NFLX,2026-01-29,398,390,0
NFLX,2026-01-30,393,390,0
NFLX,2026-02-02,396,390,0
NFLX,2026-02-03,407,390,0
NKE,2025-11-05,390,390,0
NKE,2025-11-07,390,390,0
NKE,2025-11-13,392,390,0
NKE,2025-11-14,390,390,0
NKE,2025-11-17,390,390,0
NKE,2025-11-18,390,390,0
NKE,2025-11-21,390,390,0
NKE,2025-12-10,390,390,0
NKE,2025-12-16,390,390,0
NKE,2025-12-18,409,390,0
NKE,2025-12-19,390,390,0
NKE,2025-12-31,392,390,0
NKE,2026-01-02,390,390,0
NKE,2026-01-05,392,390,0
NKE,2026-01-07,391,390,0
NKE,2026-01-21,390,390,0
NVDA,2025-11-03,405,390,0
NVDA,2025-11-04,411,390,0
NVDA,2025-11-05,405,390,0
NVDA,2025-11-06,392,390,0
NVDA,2025-11-07,399,390,0
NVDA,2025-11-10,401,390,0
NVDA,2025-11-11,400,390,0
NVDA,2025-11-12,397,390,0
NVDA,2025-11-13,401,390,0
NVDA,2025-11-14,409,390,0
NVDA,2025-11-17,390,390,0
NVDA,2025-11-18,406,390,0
NVDA,2025-11-19,423,390,0
NVDA,2025-11-20,405,390,0
NVDA,2025-11-21,410,390,0
NVDA,2025-11-24,394,390,0
NVDA,2025-11-25,395,390,0
NVDA,2025-11-26,398,390,0
NVDA,2025-12-01,398,390,0
NVDA,2025-12-02,395,390,0
NVDA,2025-12-03,395,390,0
NVDA,2025-12-04,393,390,0
NVDA,2025-12-05,392,390,0
NVDA,2025-12-08,394,390,0
NVDA,2025-12-09,409,390,0
NVDA,2025-12-10,398,390,0
NVDA,2025-12-11,393,390,0
NVDA,2025-12-12,393,390,0
NVDA,2025-12-15,421,390,0
NVDA,2025-12-16,401,390,0
NVDA,2025-12-17,408,390,0
NVDA,2025-12-18,408,390,0
NVDA,2025-12-19,392,390,0
NVDA,2025-12-22,432,390,0
NVDA,2025-12-23,395,390,0
NVDA,2025-12-26,430,390,0
NVDA,2025-12-29,410,390,0
NVDA,2025-12-30,392,390,0
NVDA,2025-12-31,414,390,0
NVDA,2026-01-05,410,390,0
NVDA,2026-01-06,420,390,0
NVDA,2026-01-07,390,390,0
NVDA,2026-01-08,392,390,0
NVDA,2026-01-09,397,390,0
NVDA,2026-01-12,393,390,0
NVDA,2026-01-13,396,390,0
NVDA,2026-01-14,390,390,0
NVDA,2026-01-15,396,390,0
NVDA,2026-01-16,391,390,0
NVDA,2026-01-20,407,390,0
NVDA,2026-01-21,395,390,0
NVDA,2026-01-22,396,390,0
NVDA,2026-01-23,415,390,0
NVDA,2026-01-26,391,390,0
NVDA,2026-01-27,441,390,0
NVDA,2026-01-28,409,390,0
NVDA,2026-01-29,393,390,0
NVDA,2026-01-30,404,390,0
NVDA,2026-02-02,425,390,0
NVDA,2026-02-03,398,390,0
ORCL,2025-11-03,393,390,0
ORCL,2025-11-04,392,390,0
ORCL,2025-11-06,390,390,0
ORCL,2025-11-07,395,390,0
ORCL,2025-11-12,392,390,0
ORCL,2025-11-13,391,390,0
ORCL,2025-11-14,396,390,0
ORCL,2025-11-17,392,390,0
ORCL,2025-11-18,393,390,0
ORCL,2025-11-19,397,390,0
ORCL,2025-11-20,398,390,0
ORCL,2025-11-21,394,390,0
ORCL,2025-11-24,392,390,0
ORCL,2025-11-25,394,390,0
ORCL,2025-11-26,411,390,0
ORCL,2025-12-01,390,390,0
ORCL,2025-12-02,393,390,0
ORCL,2025-12-03,390,390,0
ORCL,2025-12-04,398,390,0
ORCL,2025-12-05,396,390,0
ORCL,2025-12-08,399,390,0
ORCL,2025-12-09,399,390,0
ORCL,2025-12-10,438,390,0
ORCL,2025-12-11,421,390,0
ORCL,2025-12-12,401,390,0
ORCL,2025-12-15,397,390,0
ORCL,2025-12-16,398,390,0
ORCL,2025-12-17,400,390,0
ORCL,2025-12-18,413,390,0
ORCL,2025-12-19,404,390,0
ORCL,2025-12-22,390,390,0
ORCL,2025-12-30,391,390,0
ORCL,2026-01-05,417,390,0
ORCL,2026-01-09,390,390,0
ORCL,2026-01-12,392,390,0
ORCL,2026-01-13,392,390,0
ORCL,2026-01-14,390,390,0
ORCL,2026-01-20,398,390,0
ORCL,2026-01-21,398,390,0
ORCL,2026-01-22,394,390,0
ORCL,2026-01-23,398,390,0
ORCL,2026-01-26,391,390,0
ORCL,2026-01-27,392,390,0
ORCL,2026-01-28,396,390,0
ORCL,2026-01-29,397,390,0
ORCL,2026-01-30,393,390,0
ORCL,2026-02-02,410,390,0
ORCL,2026-02-03,401,390,0
PFE,2025-11-03,411,390,0
PFE,2025-11-04,425,390,0
PFE,2025-11-05,433,390,0
PFE,2025-11-06,420,390,0
PFE,2025-11-07,394,390,0
PFE,2025-11-10,420,390,0
PFE,2025-11-11,401,390,0
PFE,2025-11-12,442,390,0
PFE,2025-11-13,395,390,0
PFE,2025-11-14,394,390,0
PFE,2025-11-17,401,390,0
PFE,2025-11-18,407,390,0
PFE,2025-11-19,399,390,0
PFE,2025-11-20,415,390,0
PFE,2025-11-21,410,390,0
PFE,2025-11-24,407,390,0
PFE,2025-11-25,401,390,0
PFE,2025-11-26,397,390,0
PFE,2025-12-01,390,390,0
PFE,2025-12-12,395,390,0
PFE,2025-12-15,394,390,0
PFE,2025-12-16,403,390,0
PFE,2025-12-29,390,390,0
PFE,2026-01-12,393,390,0
PFE,2026-01-13,406,390,0
PFE,2026-01-14,398,390,0
PFE,2026-01-20,404,390,0
PFE,2026-01-21,402,390,0
PFE,2026-01-22,399,390,0
PFE,2026-01-26,393,390,0
PFE,2026-01-27,413,390,0
PFE,2026-01-28,398,390,0
PFE,2026-01-29,395,390,0
PFE,2026-02-02,395,390,0
PFE,2026-02-03,424,390,0
PYPL,2025-11-07,390,390,0
PYPL,2025-11-17,390,390,0
PYPL,2025-11-19,392,390,0
PYPL,2025-11-20,391,390,0
PYPL,2025-11-21,391,390,0
PYPL,2025-11-24,390,390,0
PYPL,2025-12-15,390,390,0
PYPL,2025-12-18,391,390,0
PYPL,2025-12-19,390,390,0
PYPL,2026-01-02,390,390,0
PYPL,2026-01-29,390,390,0
PYPL,2026-02-02,390,390,0
PYPL,2026-02-03,416,390,0
SLB,2025-11-20,390,390,0
SLB,2026-01-05,400,390,0
SLB,2026-01-14,392,390,0
SLB,2026-01-15,390,390,0
SLB,2026-01-21,390,390,0
SLB,2026-01-23,390,390,0
SLB,2026-01-28,390,390,0
SLB,2026-01-29,390,390,0
SLB,2026-01-30,390,390,0
SLB,2026-02-03,390,390,0
TSLA,2025-11-03,390,390,0
TSLA,2025-11-04,390,390,0
TSLA,2025-11-05,390,390,0
TSLA,2025-11-06,398,390,0
TSLA,2025-11-07,433,390,0
TSLA,2025-11-10,390,390,0
TSLA,2025-11-11,394,390,0
TSLA,2025-11-13,399,390,0
TSLA,2025-11-14,425,390,0
TSLA,2025-11-17,392,390,0
TSLA,2025-11-18,400,390,0
TSLA,2025-11-19,405,390,0
TSLA,2025-11-20,409,390,0
TSLA,2025-11-21,414,390,0
TSLA,2025-11-24,408,390,0
TSLA,2025-11-25,407,390,0
TSLA,2025-11-26,392,390,0
TSLA,2025-12-01,404,390,0
TSLA,2025-12-02,401,390,0
TSLA,2025-12-03,407,390,0
TSLA,2025-12-04,407,390,0
TSLA,2025-12-05,391,390,0
TSLA,2025-12-08,391,390,0
TSLA,2025-12-09,394,390,0
TSLA,2025-12-10,398,390,0
TSLA,2025-12-11,393,390,0
TSLA,2025-12-12,407,390,0
TSLA,2025-12-15,418,390,0
TSLA,2025-12-16,416,390,0
TSLA,2025-12-17,392,390,0
TSLA,2025-12-18,409,390,0
TSLA,2025-12-19,390,390,0
TSLA,2025-12-22,394,390,0
TSLA,2025-12-23,396,390,0
TSLA,2025-12-26,391,390,0
TSLA,2025-12-29,393,390,0
TSLA,2025-12-30,392,390,0
TSLA,2025-12-31,391,390,0
TSLA,2026-01-02,404,390,0
TSLA,2026-01-05,400,390,0
TSLA,2026-01-06,402,390,0
TSLA,2026-01-07,406,390,0
TSLA,2026-01-08,390,390,0
TSLA,2026-01-09,398,390,0
TSLA,2026-01-12,405,390,0
TSLA,2026-01-13,400,390,0
TSLA,2026-01-14,395,390,0
TSLA,2026-01-15,394,390,0
TSLA,2026-01-16,397,390,0
TSLA,2026-01-20,395,390,0
TSLA,2026-01-21,404,390,0
TSLA,2026-01-22,391,390,0
TSLA,2026-01-23,392,390,0
TSLA,2026-01-28,405,390,0
TSLA,2026-01-29,390,390,0
TSLA,2026-01-30,400,390,0
TSLA,2026-02-02,391,390,0
TSLA,2026-02-03,392,390,0
UNH,2026-01-27,391,390,0
UNH,2026-01-28,398,390,0
UNH,2026-01-29,391,390,0
V,2025-12-11,390,390,0
V,2026-01-13,391,390,0
WFC,2025-11-06,390,390,0
WFC,2025-11-12,390,390,0
WFC,2025-11-14,390,390,0
WFC,2025-11-25,390,390,0
WFC,2025-12-03,390,390,0
WFC,2025-12-08,390,390,0
WFC,2025-12-09,390,390,0
WFC,2025-12-10,390,390,0
WFC,2025-12-17,390,390,0
WFC,2026-01-09,390,390,0
WFC,2026-01-13,390,390,0
WFC,2026-01-14,390,390,0
WFC,2026-01-16,390,390,0
WFC,2026-01-22,390,390,0
WMT,2025-11-07,390,390,0
WMT,2025-11-14,391,390,0
WMT,2025-11-19,390,390,0
WMT,2025-11-20,393,390,0
WMT,2025-11-21,390,390,0
WMT,2025-11-24,390,390,0
WMT,2025-12-02,390,390,0
WMT,2025-12-04,390,390,0
WMT,2025-12-05,390,390,0
WMT,2025-12-10,390,390,0
WMT,2025-12-11,390,390,0
WMT,2025-12-12,390,390,0
WMT,2025-12-15,390,390,0
WMT,2025-12-16,390,390,0
WMT,2025-12-17,390,390,0
WMT,2025-12-19,390,390,0
WMT,2026-01-06,390,390,0
WMT,2026-01-08,390,390,0
WMT,2026-01-12,393,390,0
WMT,2026-01-13,390,390,0
WMT,2026-01-15,390,390,0
WMT,2026-01-16,390,390,0
WMT,2026-01-20,392,390,0
WMT,2026-02-03,390,390,0
XOM,2025-11-03,390,390,0
XOM,2025-11-05,390,390,0
XOM,2025-11-07,390,390,0
XOM,2025-11-14,390,390,0
XOM,2025-11-19,391,390,0
XOM,2025-12-09,390,390,0
XOM,2025-12-12,390,390,0
XOM,2025-12-29,390,390,0
XOM,2026-01-02,390,390,0
XOM,2026-01-05,390,390,0
XOM,2026-01-07,391,390,0
XOM,2026-01-26,390,390,0
XOM,2026-01-27,391,390,0
XOM,2026-01-29,390,390,0
XOM,2026-01-30,395,390,0
XOM,2026-02-02,390,390,0
XOM,2026-02-03,390,390,0
